setting,duration,pooling,pooling_display,tag,ap,pr_auc,roc_auc,support_pos_eval,train_count,setting_display
dur_2.0_attention,2.0,attention,heuristic_attention,fast,0.6302717550804855,0.627500395307647,0.8404988374550835,114,1882,2.0s_heuristic_attention
dur_2.0_max,2.0,max,max,fast,0.6769549133606034,0.6749258463737552,0.8568167406467977,114,1882,2.0s_max
dur_2.0_mean,2.0,mean,mean,fast,0.6270535867815873,0.6243303462533236,0.8403297400126823,114,1882,2.0s_mean
dur_4.0_attention,4.0,attention,heuristic_attention,fast,0.629702092602323,0.6269448672969969,0.8418516169942929,114,1882,4.0s_heuristic_attention
dur_4.0_max,4.0,max,max,fast,0.686607042649723,0.6845906717462202,0.8606214331008244,114,1882,4.0s_max
dur_4.0_mean,4.0,mean,mean,fast,0.6250770462083646,0.6222329507243144,0.8414077362079898,114,1882,4.0s_mean
dur_8.0_attention,8.0,attention,heuristic_attention,fast,0.6273759291318894,0.624761124959382,0.8403086028323821,114,1882,8.0s_heuristic_attention
dur_8.0_max,8.0,max,max,fast,0.6912285745598874,0.6889877926230557,0.8629253857535405,114,1882,8.0s_max
dur_8.0_mean,8.0,mean,mean,fast,0.6228573250332117,0.6202849137709016,0.8402240541111816,114,1882,8.0s_mean
dur_0.5_attention,0.5,attention,heuristic_attention,female,0.5807397046470063,0.5714117969908177,0.9048411048411048,74,1196,0.5s_heuristic_attention
dur_0.5_max,0.5,max,max,female,0.6461645281366138,0.6410236020239161,0.9327591327591328,74,1196,0.5s_max
dur_0.5_mean,0.5,mean,mean,female,0.5925066127269256,0.5862084742686151,0.9071577071577072,74,1196,0.5s_mean
dur_1.0_attention,1.0,attention,heuristic_attention,female,0.6609561127842044,0.6515704723917715,0.9267894267894268,74,1196,1.0s_heuristic_attention
dur_1.0_max,1.0,max,max,female,0.7495446854923559,0.743228337453734,0.9508167508167509,74,1196,1.0s_max
dur_1.0_mean,1.0,mean,mean,female,0.6646870010999288,0.6554462601732448,0.928987228987229,74,1196,1.0s_mean
dur_2.0_attention,2.0,attention,heuristic_attention,female,0.6885551172786701,0.6781155494640079,0.9347787347787346,74,1196,2.0s_heuristic_attention
dur_2.0_max,2.0,max,max,female,0.7630387430669281,0.7558916560940776,0.9525690525690526,74,1196,2.0s_max
dur_2.0_mean,2.0,mean,mean,female,0.6958673513399721,0.686068914306851,0.9374517374517375,74,1196,2.0s_mean
dur_4.0_attention,4.0,attention,heuristic_attention,female,0.6890154602060762,0.6791955593992536,0.9328482328482328,74,1196,4.0s_heuristic_attention
dur_4.0_max,4.0,max,max,female,0.7825461318727249,0.7746691614434311,0.9550341550341551,74,1196,4.0s_max
dur_4.0_mean,4.0,mean,mean,female,0.7022619252072999,0.6926518211692909,0.9366498366498366,74,1196,4.0s_mean
dur_8.0_attention,8.0,attention,heuristic_attention,female,0.6841333776527798,0.674491323597886,0.9283041283041283,74,1196,8.0s_heuristic_attention
dur_8.0_max,8.0,max,max,female,0.7595076291923525,0.750770969380832,0.9521235521235522,74,1196,8.0s_max
dur_8.0_mean,8.0,mean,mean,female,0.6977581267409059,0.6870366720215821,0.9322839322839322,74,1196,8.0s_mean
dur_0.5_attention,0.5,attention,heuristic_attention,female vocal,0.3636966067438387,0.3508986711795616,0.8827085285848172,44,525,0.5s_heuristic_attention
dur_0.5_max,0.5,max,max,female vocal,0.45741062004968225,0.4460353458977654,0.9104029990627929,44,525,0.5s_max
dur_0.5_mean,0.5,mean,mean,female vocal,0.3713028177474066,0.35846032809429507,0.8852389878163074,44,525,0.5s_mean
dur_1.0_attention,1.0,attention,heuristic_attention,female vocal,0.4089359774918176,0.3945105928489605,0.8908622305529522,44,525,1.0s_heuristic_attention
dur_1.0_max,1.0,max,max,female vocal,0.5865815963580546,0.5782440186592166,0.9179006560449859,44,525,1.0s_max
dur_1.0_mean,1.0,mean,mean,female vocal,0.4261197401897833,0.41012250554665197,0.894892221180881,44,525,1.0s_mean
dur_2.0_attention,2.0,attention,heuristic_attention,female vocal,0.4568803706879113,0.4415250774185298,0.9014995313964386,44,525,2.0s_heuristic_attention
dur_2.0_max,2.0,max,max,female vocal,0.5059879939828662,0.48841971369347803,0.9172446110590441,44,525,2.0s_max
dur_2.0_mean,2.0,mean,mean,female vocal,0.46441335520807464,0.4478455131438455,0.9044985941893158,44,525,2.0s_mean
dur_4.0_attention,4.0,attention,heuristic_attention,female vocal,0.4538321054841945,0.4398389554888646,0.8985941893158388,44,525,4.0s_heuristic_attention
dur_4.0_max,4.0,max,max,female vocal,0.5515682326908025,0.5337019698921023,0.9200562324273664,44,525,4.0s_max
dur_4.0_mean,4.0,mean,mean,female vocal,0.4652970356615812,0.4514202760573777,0.9022961574507966,44,525,4.0s_mean
dur_8.0_attention,8.0,attention,heuristic_attention,female vocal,0.44909156298858516,0.4355666348621534,0.8953608247422682,44,525,8.0s_heuristic_attention
dur_8.0_max,8.0,max,max,female vocal,0.49176419114010067,0.47779235998985276,0.9153233364573572,44,525,8.0s_max
dur_8.0_mean,8.0,mean,mean,female vocal,0.4569747445049509,0.443407317118755,0.898406747891284,44,525,8.0s_mean
dur_0.5_attention,0.5,attention,heuristic_attention,female voice,0.305795446755343,0.2926190908720146,0.9027183342972817,35,409,0.5s_heuristic_attention
dur_0.5_max,0.5,max,max,female voice,0.39751237336411227,0.38401560859381956,0.9120879120879122,35,409,0.5s_max
dur_0.5_mean,0.5,mean,mean,female voice,0.3098452303844817,0.2966024813498948,0.9022556390977443,35,409,0.5s_mean
dur_1.0_attention,1.0,attention,heuristic_attention,female voice,0.3464710413438068,0.32818103136574134,0.9237709658762291,35,409,1.0s_heuristic_attention
dur_1.0_max,1.0,max,max,female voice,0.49457758589301953,0.48116040804838334,0.9330248698669751,35,409,1.0s_max
dur_1.0_mean,1.0,mean,mean,female voice,0.35639274424247247,0.33753620575347487,0.9249277038750723,35,409,1.0s_mean
dur_2.0_attention,2.0,attention,heuristic_attention,female voice,0.38363964302800946,0.36587163638576764,0.9311162521688837,35,409,2.0s_heuristic_attention
dur_2.0_max,2.0,max,max,female voice,0.42171169172283546,0.4048950162833174,0.9359167148640832,35,409,2.0s_max
dur_2.0_mean,2.0,mean,mean,female voice,0.389890292313356,0.3741695635972867,0.9316946211683053,35,409,2.0s_mean
dur_4.0_attention,4.0,attention,heuristic_attention,female voice,0.3841254546481887,0.365550329561262,0.9304222093695778,35,409,4.0s_heuristic_attention
dur_4.0_max,4.0,max,max,female voice,0.4836960450868048,0.4626311260598092,0.9422787738577212,35,409,4.0s_max
dur_4.0_mean,4.0,mean,mean,female voice,0.3983194757114368,0.3796000815741866,0.9325043377674958,35,409,4.0s_mean
dur_8.0_attention,8.0,attention,heuristic_attention,female voice,0.39334521684100754,0.37514031176947277,0.9281087333718914,35,409,8.0s_heuristic_attention
dur_8.0_max,8.0,max,max,female voice,0.4599045106186954,0.4404688192072405,0.9444187391555813,35,409,8.0s_max
dur_8.0_mean,8.0,mean,mean,female voice,0.39894523794144343,0.38072949153293795,0.9287449392712551,35,409,8.0s_mean
dur_0.5_attention,0.5,attention,heuristic_attention,flute,0.5429734844700759,0.5354986226720404,0.8631958530538653,36,814,0.5s_heuristic_attention
dur_0.5_max,0.5,max,max,flute,0.46186034901018636,0.4428430188694742,0.8671399594320486,36,814,0.5s_max
dur_0.5_mean,0.5,mean,mean,flute,0.5437817316394178,0.536869766703978,0.8626887536623844,36,814,0.5s_mean
dur_1.0_attention,1.0,attention,heuristic_attention,flute,0.6074861104207103,0.6014912405581829,0.879535722334911,36,814,1.0s_heuristic_attention
dur_1.0_max,1.0,max,max,flute,0.5592052442315925,0.549981617125906,0.9011156186612577,36,814,1.0s_max
dur_1.0_mean,1.0,mean,mean,flute,0.6030654553311218,0.5969018827002182,0.8782961460446248,36,814,1.0s_mean
dur_2.0_attention,2.0,attention,heuristic_attention,flute,0.6116261619504675,0.6036449566261423,0.8834234843362633,36,814,2.0s_heuristic_attention
dur_2.0_max,2.0,max,max,flute,0.58753741384177,0.5744550214955129,0.8951994590939824,36,814,2.0s_max
dur_2.0_mean,2.0,mean,mean,flute,0.6032695941982278,0.5965795451251102,0.8817331530313275,36,814,2.0s_mean
dur_4.0_attention,4.0,attention,heuristic_attention,flute,0.61838283314835,0.6115700485293928,0.8842686499887311,36,814,4.0s_heuristic_attention
dur_4.0_max,4.0,max,max,flute,0.611946670313895,0.6035293065518644,0.8927766508902412,36,814,4.0s_max
dur_4.0_mean,4.0,mean,mean,flute,0.6108704514605978,0.6018249523388032,0.8825783186837953,36,814,4.0s_mean
dur_8.0_attention,8.0,attention,heuristic_attention,flute,0.6188674759629297,0.6131214584700885,0.8817331530313275,36,814,8.0s_heuristic_attention
dur_8.0_max,8.0,max,max,flute,0.6110591167172216,0.6035276815433025,0.8896213657876944,36,814,8.0s_max
dur_8.0_mean,8.0,mean,mean,flute,0.6142273035774963,0.6070386024803226,0.8802681992337165,36,814,8.0s_mean
dur_0.5_attention,0.5,attention,heuristic_attention,guitar,0.8936827128296099,0.8932928000410969,0.9119834098652051,215,3829,0.5s_heuristic_attention
dur_0.5_max,0.5,max,max,guitar,0.8481053380229038,0.8476329546023429,0.8686416827136719,215,3829,0.5s_max
dur_0.5_mean,0.5,mean,mean,guitar,0.8923269787218685,0.8918963930678854,0.9109465264405274,215,3829,0.5s_mean
dur_1.0_attention,1.0,attention,heuristic_attention,guitar,0.907028779536542,0.9066728856168572,0.9219523033624648,215,3829,1.0s_heuristic_attention
dur_1.0_max,1.0,max,max,guitar,0.8894834066783214,0.8890293647924261,0.9082210042956599,215,3829,1.0s_max
dur_1.0_mean,1.0,mean,mean,guitar,0.9061210073855552,0.905888515508357,0.9212709228262479,215,3829,1.0s_mean
dur_2.0_attention,2.0,attention,heuristic_attention,guitar,0.9068741891754314,0.9065853782859176,0.9229447489260851,215,3829,2.0s_heuristic_attention
dur_2.0_max,2.0,max,max,guitar,0.9060327652334772,0.9056462773510777,0.9211820471041327,215,3829,2.0s_max
dur_2.0_mean,2.0,mean,mean,guitar,0.906317779755505,0.9059852969906689,0.9225151829358614,215,3829,2.0s_mean
dur_4.0_attention,4.0,attention,heuristic_attention,guitar,0.905881062396575,0.9054900620125949,0.9226336838986817,215,3829,4.0s_heuristic_attention
dur_4.0_max,4.0,max,max,guitar,0.9148594093683381,0.9145511975835225,0.929358613538735,215,3829,4.0s_max
dur_4.0_mean,4.0,mean,mean,guitar,0.9054865256093519,0.9050476651190527,0.9223374314916309,215,3829,4.0s_mean
dur_8.0_attention,8.0,attention,heuristic_attention,guitar,0.903613316252112,0.9032898361155164,0.9212709228262479,215,3829,8.0s_heuristic_attention
dur_8.0_max,8.0,max,max,guitar,0.9146371996324703,0.9143538146632934,0.9301140571767145,215,3829,8.0s_max
dur_8.0_mean,8.0,mean,mean,guitar,0.9036326012616377,0.9032781473792825,0.9213746111687156,215,3829,8.0s_mean
dur_0.5_attention,0.5,attention,heuristic_attention,harp,0.37122854068375544,0.3507400680428858,0.8934682702649848,42,513,0.5s_heuristic_attention
dur_0.5_max,0.5,max,max,harp,0.3534725924002532,0.342117150221576,0.8917571135230272,42,513,0.5s_max
dur_0.5_mean,0.5,mean,mean,harp,0.3761177754196244,0.35547189135617085,0.8932727094944755,42,513,0.5s_mean
dur_1.0_attention,1.0,attention,heuristic_attention,harp,0.40610192927281863,0.38656142321999715,0.9088197907499755,42,513,1.0s_heuristic_attention
dur_1.0_max,1.0,max,max,harp,0.4186893868278431,0.40011049574225777,0.9133176884716925,42,513,1.0s_max
dur_1.0_mean,1.0,mean,mean,harp,0.4086495928003339,0.3882524394174442,0.9087709005573481,42,513,1.0s_mean
dur_2.0_attention,2.0,attention,heuristic_attention,harp,0.41507881818807885,0.39994678067636613,0.9117043121149897,42,513,2.0s_heuristic_attention
dur_2.0_max,2.0,max,max,harp,0.4592538339079545,0.4454237792582498,0.9238290798865747,42,513,2.0s_max
dur_2.0_mean,2.0,mean,mean,harp,0.41919804186435106,0.4044146491007657,0.9120465434633812,42,513,2.0s_mean
dur_4.0_attention,4.0,attention,heuristic_attention,harp,0.42903422411817793,0.41478072471743915,0.9125354453896548,42,513,4.0s_heuristic_attention
dur_4.0_max,4.0,max,max,harp,0.46717938127736475,0.45063292208562816,0.9291092206903294,42,513,4.0s_max
dur_4.0_mean,4.0,mean,mean,harp,0.43227935625971103,0.4221252807745185,0.9124865551970274,42,513,4.0s_mean
dur_8.0_attention,8.0,attention,heuristic_attention,harp,0.4210574142415532,0.4058556712893176,0.9118998728854992,42,513,8.0s_heuristic_attention
dur_8.0_max,8.0,max,max,harp,0.4848941487364874,0.47364344374514145,0.9295492324239757,42,513,8.0s_max
dur_8.0_mean,8.0,mean,mean,harp,0.42331315094484673,0.4077852123947704,0.9117043121149897,42,513,8.0s_mean
dur_0.5_attention,0.5,attention,heuristic_attention,harpsichord,0.7514453970935119,0.7469852238984578,0.9418273645546373,45,915,0.5s_heuristic_attention
dur_0.5_max,0.5,max,max,harpsichord,0.7741218493283548,0.7695537139523245,0.9538567493112948,45,915,0.5s_max
dur_0.5_mean,0.5,mean,mean,harpsichord,0.7483559856444547,0.7428511538822665,0.9411845730027548,45,915,0.5s_mean
dur_1.0_attention,1.0,attention,heuristic_attention,harpsichord,0.7706303125232247,0.7646515546420547,0.9574380165289256,45,915,1.0s_heuristic_attention
dur_1.0_max,1.0,max,max,harpsichord,0.8224891316680998,0.8187461860061395,0.9668962350780532,45,915,1.0s_max
dur_1.0_mean,1.0,mean,mean,harpsichord,0.7696430586275288,0.7640670730842161,0.9572084481175391,45,915,1.0s_mean
dur_2.0_attention,2.0,attention,heuristic_attention,harpsichord,0.7951839101505401,0.790989715671137,0.9593204775022957,45,915,2.0s_heuristic_attention
dur_2.0_max,2.0,max,max,harpsichord,0.8304562952264269,0.8272303369932186,0.9711202938475666,45,915,2.0s_max
dur_2.0_mean,2.0,mean,mean,harpsichord,0.7964998099729771,0.7930277466620823,0.9597796143250689,45,915,2.0s_mean
dur_4.0_attention,4.0,attention,heuristic_attention,harpsichord,0.7950791620304747,0.7914739329325782,0.9597796143250689,45,915,4.0s_heuristic_attention
dur_4.0_max,4.0,max,max,harpsichord,0.8246785957068575,0.8209096070975769,0.9701101928374656,45,915,4.0s_max
dur_4.0_mean,4.0,mean,mean,harpsichord,0.8012360853659465,0.7978891362098605,0.9601010101010101,45,915,4.0s_mean
dur_8.0_attention,8.0,attention,heuristic_attention,harpsichord,0.8004443138959022,0.7960359110539574,0.9578053259871442,45,915,8.0s_heuristic_attention
dur_8.0_max,8.0,max,max,harpsichord,0.8114390154123893,0.8083257489055953,0.9668503213957759,45,915,8.0s_max
dur_8.0_mean,8.0,mean,mean,harpsichord,0.8037736899567137,0.7997753343104745,0.9576216712580349,45,915,8.0s_mean
dur_0.5_attention,0.5,attention,heuristic_attention,indian,0.5342898981800459,0.5267571871956835,0.8677659743142541,53,1124,0.5s_heuristic_attention
dur_0.5_max,0.5,max,max,indian,0.38576475163534685,0.3779451285400561,0.8162755668305058,53,1124,0.5s_max
dur_0.5_mean,0.5,mean,mean,indian,0.5313559806487317,0.5241461338461901,0.8657840494688441,53,1124,0.5s_mean
dur_1.0_attention,1.0,attention,heuristic_attention,indian,0.5407943347617128,0.5335931940679349,0.8831457111146346,53,1124,1.0s_heuristic_attention
dur_1.0_max,1.0,max,max,indian,0.4294267546785397,0.41812203133772885,0.8432693832249881,53,1124,1.0s_max
dur_1.0_mean,1.0,mean,mean,indian,0.5357484199067031,0.5273844976853344,0.8804502933248771,53,1124,1.0s_mean
dur_2.0_attention,2.0,attention,heuristic_attention,indian,0.5601150646564239,0.5534419293647646,0.894284128745838,53,1124,2.0s_heuristic_attention
dur_2.0_max,2.0,max,max,indian,0.49286153734942084,0.4862610350057793,0.8708974155700016,53,1124,2.0s_max
dur_2.0_mean,2.0,mean,mean,indian,0.5531821191049606,0.5461151817199481,0.8912319644839067,53,1124,2.0s_mean
dur_4.0_attention,4.0,attention,heuristic_attention,indian,0.5599144084824749,0.5513029558054756,0.8951165371809101,53,1124,4.0s_heuristic_attention
dur_4.0_max,4.0,max,max,indian,0.5645583261602398,0.5600620648679377,0.8877834152528936,53,1124,4.0s_max
dur_4.0_mean,4.0,mean,mean,indian,0.5594239154897033,0.5529709789967785,0.8942048517520216,53,1124,4.0s_mean
dur_8.0_attention,8.0,attention,heuristic_attention,indian,0.554131713408294,0.5479103050150808,0.8941652132551134,53,1124,8.0s_heuristic_attention
dur_8.0_max,8.0,max,max,indian,0.5550097418510777,0.5488551102893936,0.8933724433169494,53,1124,8.0s_max
dur_8.0_mean,8.0,mean,mean,indian,0.5535310839312401,0.5463164675962674,0.893491358807674,53,1124,8.0s_mean
dur_0.5_attention,0.5,attention,heuristic_attention,loud,0.7111716911202458,0.707883374354687,0.9377756773787019,69,881,0.5s_heuristic_attention
dur_0.5_max,0.5,max,max,loud,0.6858727964304223,0.6751205520933921,0.935444234404537,69,881,0.5s_max
dur_0.5_mean,0.5,mean,mean,loud,0.7096933732491238,0.7062504196459495,0.937775677378702,69,881,0.5s_mean
dur_1.0_attention,1.0,attention,heuristic_attention,loud,0.7169538624045564,0.7137803139201007,0.9400756143667297,69,881,1.0s_heuristic_attention
dur_1.0_max,1.0,max,max,loud,0.7276612982166529,0.723250144225475,0.9406742281033396,69,881,1.0s_max
dur_1.0_mean,1.0,mean,mean,loud,0.7191002790182014,0.7157973428718029,0.940359168241966,69,881,1.0s_mean
dur_2.0_attention,2.0,attention,heuristic_attention,loud,0.7310529500758953,0.7271771336620849,0.9427851291745432,69,881,2.0s_heuristic_attention
dur_2.0_max,2.0,max,max,loud,0.7321173097388264,0.7283960044707563,0.9445179584120983,69,881,2.0s_max
dur_2.0_mean,2.0,mean,mean,loud,0.7281979214379297,0.7253030246490751,0.9422495274102078,69,881,2.0s_mean
dur_4.0_attention,4.0,attention,heuristic_attention,loud,0.7286067613199796,0.7257342532599,0.9433522369250158,69,881,4.0s_heuristic_attention
dur_4.0_max,4.0,max,max,loud,0.738762580720193,0.7343358118118755,0.9465973534971645,69,881,4.0s_max
dur_4.0_mean,4.0,mean,mean,loud,0.7243922168485171,0.7215626129849095,0.9430686830497794,69,881,4.0s_mean
dur_8.0_attention,8.0,attention,heuristic_attention,loud,0.7258941179616193,0.7229580727831584,0.9440138626339005,69,881,8.0s_heuristic_attention
dur_8.0_max,8.0,max,max,loud,0.723629409143601,0.7181977432727952,0.9471014492753622,69,881,8.0s_max
dur_8.0_mean,8.0,mean,mean,loud,0.7200444423485448,0.7176978964265561,0.9434467548834278,69,881,8.0s_mean
dur_0.5_attention,0.5,attention,heuristic_attention,male,0.5144408253172253,0.5028049978690001,0.9082552271088681,73,1032,0.5s_heuristic_attention
dur_0.5_max,0.5,max,max,male,0.6637655762497463,0.6592915926001647,0.9288632540254746,73,1032,0.5s_max
dur_0.5_mean,0.5,mean,mean,male,0.5148541933423693,0.5032544044440372,0.9096671473203557,73,1032,0.5s_mean
dur_1.0_attention,1.0,attention,heuristic_attention,male,0.5600173107269878,0.5481854428705195,0.92655010814708,73,1032,1.0s_heuristic_attention
dur_1.0_max,1.0,max,max,male,0.6093505139119594,0.6029775768904574,0.9188896899783705,73,1032,1.0s_max
dur_1.0_mean,1.0,mean,mean,male,0.5664463768685174,0.5557247303118573,0.9279620283585677,73,1032,1.0s_mean
dur_2.0_attention,2.0,attention,heuristic_attention,male,0.5765312897533825,0.5662916180107845,0.9322879115597213,73,1032,2.0s_heuristic_attention
dur_2.0_max,2.0,max,max,male,0.6232885090109359,0.6174606454189628,0.9279019466474405,73,1032,2.0s_max
dur_2.0_mean,2.0,mean,mean,male,0.5803487005127307,0.5705369574512088,0.9332792597933189,73,1032,2.0s_mean
dur_4.0_attention,4.0,attention,heuristic_attention,male,0.5778660985161027,0.5682180451651118,0.9327084835376112,73,1032,4.0s_heuristic_attention
dur_4.0_max,4.0,max,max,male,0.610533170172759,0.5999021830271483,0.9282023552030761,73,1032,4.0s_max
dur_4.0_mean,4.0,mean,mean,male,0.5869497560339401,0.5771967923467225,0.9339701994712808,73,1032,4.0s_mean
dur_8.0_attention,8.0,attention,heuristic_attention,male,0.5746751281256746,0.565260895162666,0.9308159096371065,73,1032,8.0s_heuristic_attention
dur_8.0_max,8.0,max,max,male,0.6216390017041737,0.6122648769403347,0.9336397500600817,73,1032,8.0s_max
dur_8.0_mean,8.0,mean,mean,male,0.5796883235234656,0.56967830476644,0.931747176159577,73,1032,8.0s_mean
dur_0.5_attention,0.5,attention,heuristic_attention,male vocal,0.34348636382282305,0.328726099529351,0.8717299578059072,55,803,0.5s_heuristic_attention
dur_0.5_max,0.5,max,max,male vocal,0.5724561676821294,0.5619982689837226,0.9194476409666283,55,803,0.5s_max
dur_0.5_mean,0.5,mean,mean,male vocal,0.3400134668364445,0.32472854253955846,0.8742616033755274,55,803,0.5s_mean
dur_1.0_attention,1.0,attention,heuristic_attention,male vocal,0.5267274646649377,0.5180074323386031,0.9070195627157652,55,803,1.0s_heuristic_attention
dur_1.0_max,1.0,max,max,male vocal,0.6295357724227261,0.6235214199833093,0.9266589950134254,55,803,1.0s_max
dur_1.0_mean,1.0,mean,mean,male vocal,0.5366675973043089,0.5282406237360422,0.90939777522056,55,803,1.0s_mean
dur_2.0_attention,2.0,attention,heuristic_attention,male vocal,0.5448903148303553,0.5315435086088751,0.9124664365170694,55,803,2.0s_heuristic_attention
dur_2.0_max,2.0,max,max,male vocal,0.6451069581539775,0.6394947155462071,0.931722286152666,55,803,2.0s_max
dur_2.0_mean,2.0,mean,mean,male vocal,0.5516071268251195,0.5384896832059916,0.9143843498273878,55,803,2.0s_mean
dur_4.0_attention,4.0,attention,heuristic_attention,male vocal,0.5614707399264768,0.5474299533603102,0.9110088224012274,55,803,4.0s_heuristic_attention
dur_4.0_max,4.0,max,max,male vocal,0.6376890141579353,0.633083093323885,0.9300728807057922,55,803,4.0s_max
dur_4.0_mean,4.0,mean,mean,male vocal,0.570405411635959,0.5574288645248894,0.9135404679708478,55,803,4.0s_mean
dur_8.0_attention,8.0,attention,heuristic_attention,male vocal,0.5449368233874231,0.5309240851325872,0.9078634445723053,55,803,8.0s_heuristic_attention
dur_8.0_max,8.0,max,max,male vocal,0.6413343268845121,0.6371017267037257,0.9273110855389336,55,803,8.0s_max
dur_8.0_mean,8.0,mean,mean,male vocal,0.5487478643728858,0.5342960868985707,0.9084388185654009,55,803,8.0s_mean
dur_0.5_attention,0.5,attention,heuristic_attention,male voice,0.23304236011309304,0.22131911034370408,0.8553450090917791,43,527,0.5s_heuristic_attention
dur_0.5_max,0.5,max,max,male voice,0.4537989181825831,0.44581829472046397,0.8921427887836156,43,527,0.5s_max
dur_0.5_mean,0.5,mean,mean,male voice,0.23952269624620073,0.226791562696137,0.8597473442434682,43,527,0.5s_mean
dur_1.0_attention,1.0,attention,heuristic_attention,male voice,0.45274151382976335,0.4339579500831784,0.9141066130730213,43,527,1.0s_heuristic_attention
dur_1.0_max,1.0,max,max,male voice,0.5286730752924726,0.5200223877046845,0.9024787060962772,43,527,1.0s_max
dur_1.0_mean,1.0,mean,mean,male voice,0.4532688996812145,0.43754445295569944,0.916355632117906,43,527,1.0s_mean
dur_2.0_attention,2.0,attention,heuristic_attention,male voice,0.4935362586098865,0.478903508895515,0.9224327686859985,43,527,2.0s_heuristic_attention
dur_2.0_max,2.0,max,max,male voice,0.5783743143803685,0.5731576816835269,0.9155421571442243,43,527,2.0s_max
dur_2.0_mean,2.0,mean,mean,male voice,0.49428166234408893,0.47610139148233305,0.9242989759785625,43,527,2.0s_mean
dur_4.0_attention,4.0,attention,heuristic_attention,male voice,0.4957158159346445,0.47783651153415135,0.9220021054646378,43,527,4.0s_heuristic_attention
dur_4.0_max,4.0,max,max,male voice,0.5245588273936949,0.5075940374464294,0.9218585510575175,43,527,4.0s_max
dur_4.0_mean,4.0,mean,mean,male voice,0.49219822342271885,0.4764828404788299,0.9235333524739209,43,527,4.0s_mean
