setting,duration,pooling,pooling_display,tag,ap,pr_auc,roc_auc,support_pos_eval,train_count,setting_display
dur_1.0_mean,1.0,mean,mean,sitar,0.4231793238564129,0.40896190927371795,0.9087016363358311,26,745,1.0s_mean
dur_2.0_attention,2.0,attention,heuristic_attention,sitar,0.47010642455874163,0.4586343202303375,0.9223122801651629,26,745,2.0s_heuristic_attention
dur_2.0_max,2.0,max,max,sitar,0.40876343521431335,0.3972675987638317,0.8986083499005963,26,745,2.0s_max
dur_2.0_mean,2.0,mean,mean,sitar,0.4476073019735403,0.437006516581457,0.9187184584798899,26,745,2.0s_mean
dur_4.0_attention,4.0,attention,heuristic_attention,sitar,0.46831387854465156,0.45623987270189903,0.9245297446092675,26,745,4.0s_heuristic_attention
dur_4.0_max,4.0,max,max,sitar,0.4451404376919393,0.43453978883042327,0.9036549931182137,26,745,4.0s_max
dur_4.0_mean,4.0,mean,mean,sitar,0.459193578884486,0.44237491047496535,0.9223887444563389,26,745,4.0s_mean
dur_8.0_attention,8.0,attention,heuristic_attention,sitar,0.45487316372327724,0.4426101285003708,0.9219299587092828,26,745,8.0s_heuristic_attention
dur_8.0_max,8.0,max,max,sitar,0.4500737908784212,0.43390946102249883,0.9140541367181526,26,745,8.0s_max
dur_8.0_mean,8.0,mean,mean,sitar,0.45102141103221843,0.4388410761774722,0.9210888515063466,26,745,8.0s_mean
dur_0.5_attention,0.5,attention,heuristic_attention,slow,0.6286217274056252,0.6242465666260689,0.7773487773487773,196,2816,0.5s_heuristic_attention
dur_0.5_max,0.5,max,max,slow,0.6299518721944156,0.6284682503892903,0.7525969847398418,196,2816,0.5s_max
dur_0.5_mean,0.5,mean,mean,slow,0.6247334603222303,0.6204160222182324,0.7760311331739903,196,2816,0.5s_mean
dur_1.0_attention,1.0,attention,heuristic_attention,slow,0.696544864842818,0.6938909353581237,0.8173224244652817,196,2816,1.0s_heuristic_attention
dur_1.0_max,1.0,max,max,slow,0.6827298622687814,0.6812483355047593,0.8021082306796592,196,2816,1.0s_max
dur_1.0_mean,1.0,mean,mean,slow,0.6921981960119096,0.6896227520776085,0.816081387509959,196,2816,1.0s_mean
dur_2.0_attention,2.0,attention,heuristic_attention,slow,0.718312696700548,0.7158001288017122,0.8284764356192927,196,2816,2.0s_heuristic_attention
dur_2.0_max,2.0,max,max,slow,0.727959378246375,0.726852941697516,0.8282619354047926,196,2816,2.0s_max
dur_2.0_mean,2.0,mean,mean,slow,0.7168819787866474,0.7144226543664448,0.8289360789360789,196,2816,2.0s_mean
dur_4.0_attention,4.0,attention,heuristic_attention,slow,0.7282697395508199,0.7265838897168209,0.8318318318318318,196,2816,4.0s_heuristic_attention
dur_4.0_max,4.0,max,max,slow,0.7483894067571262,0.747205230691992,0.8413924128209842,196,2816,4.0s_max
dur_4.0_mean,4.0,mean,mean,slow,0.727141969773678,0.7252871871701133,0.8326591898020469,196,2816,4.0s_mean
dur_8.0_attention,8.0,attention,heuristic_attention,slow,0.7257426401254352,0.7238938760176931,0.8299932585646872,196,2816,8.0s_heuristic_attention
dur_8.0_max,8.0,max,max,slow,0.7765660076744672,0.7755717939246634,0.8572041429184286,196,2816,8.0s_max
dur_8.0_mean,8.0,mean,mean,slow,0.724982248251806,0.7230141481801117,0.8307440093154379,196,2816,8.0s_mean
dur_0.5_attention,0.5,attention,heuristic_attention,soft,0.3701872029058375,0.3609557649916417,0.8095931095931096,74,787,0.5s_heuristic_attention
dur_0.5_max,0.5,max,max,soft,0.3251170588668728,0.3209563718181859,0.7324027324027325,74,787,0.5s_max
dur_0.5_mean,0.5,mean,mean,soft,0.3711608388048821,0.36174247184117364,0.8097416097416097,74,787,0.5s_mean
dur_1.0_attention,1.0,attention,heuristic_attention,soft,0.3885669700377771,0.3787511782037787,0.8217701217701218,74,787,1.0s_heuristic_attention
dur_1.0_max,1.0,max,max,soft,0.3128509839320269,0.3049118893795819,0.778021978021978,74,787,1.0s_max
dur_1.0_mean,1.0,mean,mean,soft,0.3850834846482088,0.3767968713423991,0.8204039204039204,74,787,1.0s_mean
dur_2.0_attention,2.0,attention,heuristic_attention,soft,0.39589982094746595,0.3867583063597541,0.8227502227502228,74,787,2.0s_heuristic_attention
dur_2.0_max,2.0,max,max,soft,0.3594596383715978,0.35127167255987163,0.8129492129492129,74,787,2.0s_max
dur_2.0_mean,2.0,mean,mean,soft,0.39353207582766614,0.38339551373439323,0.8225720225720226,74,787,2.0s_mean
dur_4.0_attention,4.0,attention,heuristic_attention,soft,0.3980215849737671,0.3877129191573212,0.8222750222750222,74,787,4.0s_heuristic_attention
dur_4.0_max,4.0,max,max,soft,0.4089532238631309,0.4004315771869376,0.8355212355212355,74,787,4.0s_max
dur_4.0_mean,4.0,mean,mean,soft,0.40071019839363126,0.39024798453748966,0.8232848232848233,74,787,4.0s_mean
dur_8.0_attention,8.0,attention,heuristic_attention,soft,0.4000633911602849,0.38952486639360645,0.820997920997921,74,787,8.0s_heuristic_attention
dur_8.0_max,8.0,max,max,soft,0.4282964931695289,0.42154522101740965,0.8353430353430353,74,787,8.0s_max
dur_8.0_mean,8.0,mean,mean,soft,0.4016606557261899,0.39119817587111744,0.8219186219186219,74,787,8.0s_mean
dur_0.5_attention,0.5,attention,heuristic_attention,solo,0.28094986197939387,0.26978400257834445,0.8216013546202225,52,690,0.5s_heuristic_attention
dur_0.5_max,0.5,max,max,solo,0.2617837021322247,0.24967592401583702,0.8024915336236091,52,690,0.5s_max
dur_0.5_mean,0.5,mean,mean,solo,0.2819410115523623,0.2717733453055898,0.8219238832446379,52,690,0.5s_mean
dur_1.0_attention,1.0,attention,heuristic_attention,solo,0.32483585603945087,0.313412586933859,0.8234558942106112,52,690,1.0s_heuristic_attention
dur_1.0_max,1.0,max,max,solo,0.37634874033662685,0.36158052067838437,0.8272859216255443,52,690,1.0s_max
dur_1.0_mean,1.0,mean,mean,solo,0.3255076236783927,0.3150131783048728,0.8229721012739881,52,690,1.0s_mean
dur_2.0_attention,2.0,attention,heuristic_attention,solo,0.32497714139739653,0.3151067343273326,0.8253910659571037,52,690,2.0s_heuristic_attention
dur_2.0_max,2.0,max,max,solo,0.3558120598616283,0.34092973364665025,0.825713594581519,52,690,2.0s_max
dur_2.0_mean,2.0,mean,mean,solo,0.3248894140785676,0.31298204742386293,0.8242622157716496,52,690,2.0s_mean
dur_4.0_attention,4.0,attention,heuristic_attention,solo,0.32340752473938594,0.31243348617358724,0.8247863247863247,52,690,4.0s_heuristic_attention
dur_4.0_max,4.0,max,max,solo,0.38489387956363713,0.37399368729982285,0.8283341396548943,52,690,4.0s_max
dur_4.0_mean,4.0,mean,mean,solo,0.32609946436378506,0.3149864215227126,0.8234962102886632,52,690,4.0s_mean
dur_8.0_attention,8.0,attention,heuristic_attention,solo,0.33142126068007466,0.32417032334808765,0.8247056926302209,52,690,8.0s_heuristic_attention
dur_8.0_max,8.0,max,max,solo,0.36986166686234767,0.3623191776784105,0.8338171262699564,52,690,8.0s_max
dur_8.0_mean,8.0,mean,mean,solo,0.3361558280716266,0.32402553978792753,0.8242622157716498,52,690,8.0s_mean
dur_0.5_attention,0.5,attention,heuristic_attention,strings,0.7205676504590971,0.717598706017114,0.8808866655166465,155,2176,0.5s_heuristic_attention
dur_0.5_max,0.5,max,max,strings,0.759831179785106,0.7586844224059749,0.8781956184233224,155,2176,0.5s_max
dur_0.5_mean,0.5,mean,mean,strings,0.7196584829044841,0.7166713119939407,0.8805934103846818,155,2176,0.5s_mean
dur_1.0_attention,1.0,attention,heuristic_attention,strings,0.7553885469868011,0.7535516321062992,0.8941348973607038,155,2176,1.0s_heuristic_attention
dur_1.0_max,1.0,max,max,strings,0.785788387421609,0.7845003303767419,0.8917371053993445,155,2176,1.0s_max
dur_1.0_mean,1.0,mean,mean,strings,0.7526789711434606,0.7507651898146815,0.8936518889080559,155,2176,1.0s_mean
dur_2.0_attention,2.0,attention,heuristic_attention,strings,0.7628749051197677,0.7611075421058385,0.8951354148697602,155,2176,2.0s_heuristic_attention
dur_2.0_max,2.0,max,max,strings,0.7881533590694524,0.7867231207946901,0.8979299637743661,155,2176,2.0s_max
dur_2.0_mean,2.0,mean,mean,strings,0.7586609712413649,0.7567143830618287,0.8946524064171122,155,2176,2.0s_mean
dur_4.0_attention,4.0,attention,heuristic_attention,strings,0.7631873912816804,0.7615342029721283,0.8944971537001898,155,2176,4.0s_heuristic_attention
dur_4.0_max,4.0,max,max,strings,0.7897539399488058,0.7883403830110917,0.9013282732447818,155,2176,4.0s_max
dur_4.0_mean,4.0,mean,mean,strings,0.7608585013823908,0.7589241841031714,0.8944971537001898,155,2176,4.0s_mean
dur_8.0_attention,8.0,attention,heuristic_attention,strings,0.7623674703719492,0.7607707232052691,0.8939106434362601,155,2176,8.0s_heuristic_attention
dur_8.0_max,8.0,max,max,strings,0.7947141300031562,0.7935031897383683,0.9039158185268241,155,2176,8.0s_max
dur_8.0_mean,8.0,mean,mean,strings,0.7604575236084398,0.7586832594396814,0.8941003967569432,155,2176,8.0s_mean
dur_0.5_attention,0.5,attention,heuristic_attention,synth,0.7064038372211913,0.703811097028253,0.90780813485487,98,1369,0.5s_heuristic_attention
dur_0.5_max,0.5,max,max,synth,0.5238146962862726,0.518750955514356,0.8171551683318339,98,1369,0.5s_max
dur_0.5_mean,0.5,mean,mean,synth,0.7045382553641574,0.7026521989196912,0.9067427435011127,98,1369,0.5s_mean
dur_1.0_attention,1.0,attention,heuristic_attention,synth,0.7080152150010999,0.7056619074951851,0.9210189876414603,98,1369,1.0s_heuristic_attention
dur_1.0_max,1.0,max,max,synth,0.6472333082412816,0.6440161270059116,0.8876840759505659,98,1369,1.0s_max
dur_1.0_mean,1.0,mean,mean,synth,0.7102886031028525,0.7077381818946066,0.9209006108243761,98,1369,1.0s_mean
dur_2.0_attention,2.0,attention,heuristic_attention,synth,0.696358032235041,0.6938075806330837,0.9221080543586343,98,1369,2.0s_heuristic_attention
dur_2.0_max,2.0,max,max,synth,0.6361316505108252,0.6307938691920544,0.896775415502628,98,1369,2.0s_max
dur_2.0_mean,2.0,mean,mean,synth,0.7005801535606287,0.6977153277086994,0.922321132629386,98,1369,2.0s_mean
dur_4.0_attention,4.0,attention,heuristic_attention,synth,0.6985755743018179,0.6962181814539761,0.9229603674416402,98,1369,4.0s_heuristic_attention
dur_4.0_max,4.0,max,max,synth,0.6736395692925949,0.6700558420898448,0.910436100194138,98,1369,4.0s_max
dur_4.0_mean,4.0,mean,mean,synth,0.6991135682741345,0.6965887708796881,0.9221790804488849,98,1369,4.0s_mean
dur_8.0_attention,8.0,attention,heuristic_attention,synth,0.6948348148352583,0.6920983957878937,0.9218239499976325,98,1369,8.0s_heuristic_attention
dur_8.0_max,8.0,max,max,synth,0.6899562880342265,0.6870645001171383,0.917325630948435,98,1369,8.0s_max
dur_8.0_mean,8.0,mean,mean,synth,0.6950360682803893,0.6926301863902644,0.9214688195463799,98,1369,8.0s_mean
dur_0.5_attention,0.5,attention,heuristic_attention,techno,0.819486919731456,0.8175517634879738,0.9492456356260541,103,2380,0.5s_heuristic_attention
dur_0.5_max,0.5,max,max,techno,0.6824576628784007,0.6805600078031104,0.8633255845754136,103,2380,0.5s_max
dur_0.5_mean,0.5,mean,mean,techno,0.8161417965923051,0.814196691793386,0.948220064724919,103,2380,0.5s_mean
dur_1.0_attention,1.0,attention,heuristic_attention,techno,0.838200803425896,0.8356161039130509,0.9573590409772551,103,2380,1.0s_heuristic_attention
dur_1.0_max,1.0,max,max,techno,0.8024307843044428,0.8002903000930119,0.9342267195405443,103,2380,1.0s_max
dur_1.0_mean,1.0,mean,mean,techno,0.8357414306384815,0.8334554544179469,0.9570855554036192,103,2380,1.0s_mean
dur_2.0_attention,2.0,attention,heuristic_attention,techno,0.8355926178877661,0.8332204993640423,0.9571311363325584,103,2380,2.0s_heuristic_attention
dur_2.0_max,2.0,max,max,techno,0.8318359173043235,0.8304470162784443,0.9455763708464379,103,2380,2.0s_max
dur_2.0_mean,2.0,mean,mean,techno,0.832807966972908,0.8301606162749816,0.9567436984365741,103,2380,2.0s_mean
dur_4.0_attention,4.0,attention,heuristic_attention,techno,0.8363586621165138,0.8339905638017877,0.9574046219061945,103,2380,4.0s_heuristic_attention
dur_4.0_max,4.0,max,max,techno,0.8541999575642567,0.8532187947986815,0.9553534801039245,103,2380,4.0s_max
dur_4.0_mean,4.0,mean,mean,techno,0.832066858728735,0.8296840756194184,0.9569032316878618,103,2380,4.0s_mean
dur_8.0_attention,8.0,attention,heuristic_attention,techno,0.8368634700975288,0.8348724569654149,0.9574046219061945,103,2380,8.0s_heuristic_attention
dur_8.0_max,8.0,max,max,techno,0.863414652909591,0.8622168104233014,0.959478554172934,103,2380,8.0s_max
dur_8.0_mean,8.0,mean,mean,techno,0.8327955723088091,0.8305183281216033,0.9567436984365741,103,2380,8.0s_mean
dur_0.5_attention,0.5,attention,heuristic_attention,violin,0.782616081669656,0.7746982492534711,0.944795042356018,78,1483,0.5s_heuristic_attention
dur_0.5_max,0.5,max,max,violin,0.8166689656247814,0.8148328726619158,0.9470976178293251,78,1483,0.5s_max
dur_0.5_mean,0.5,mean,mean,violin,0.777049147967009,0.7695805961003245,0.942719881744272,78,1483,0.5s_mean
dur_1.0_attention,1.0,attention,heuristic_attention,violin,0.8179584005293321,0.8094922034043556,0.9592074592074593,78,1483,1.0s_heuristic_attention
dur_1.0_max,1.0,max,max,violin,0.824520672022261,0.8205491467624699,0.9528398430837455,78,1483,1.0s_max
dur_1.0_mean,1.0,mean,mean,violin,0.8225619502731552,0.8166134280446938,0.9587242026266416,78,1483,1.0s_mean
dur_2.0_attention,2.0,attention,heuristic_attention,violin,0.8203307345783136,0.814890958924964,0.9594064472113253,78,1483,2.0s_heuristic_attention
dur_2.0_max,2.0,max,max,violin,0.8452483635262172,0.8406238099899264,0.9650633918926602,78,1483,2.0s_max
dur_2.0_mean,2.0,mean,mean,violin,0.8290511834713099,0.8248973366643828,0.960287679799875,78,1483,2.0s_mean
dur_4.0_attention,4.0,attention,heuristic_attention,violin,0.818542520976642,0.8153096328530883,0.95744499403036,78,1483,4.0s_heuristic_attention
dur_4.0_max,4.0,max,max,violin,0.8436187820082062,0.8389592274573482,0.9637841832963783,78,1483,4.0s_max
dur_4.0_mean,4.0,mean,mean,violin,0.8243400182108819,0.819758378659235,0.958411507191995,78,1483,4.0s_mean
dur_8.0_attention,8.0,attention,heuristic_attention,violin,0.8108827696927663,0.8061660343177732,0.9556256751378703,78,1483,8.0s_heuristic_attention
dur_8.0_max,8.0,max,max,violin,0.8386615434188842,0.8313106832738218,0.9619648644038888,78,1483,8.0s_max
dur_8.0_mean,8.0,mean,mean,violin,0.8184446125564396,0.8153056341833569,0.9560236511456023,78,1483,8.0s_mean
dur_0.5_attention,0.5,attention,heuristic_attention,vocal,0.5046437299092053,0.49688964555977333,0.8506771515945828,109,1401,0.5s_heuristic_attention
dur_0.5_max,0.5,max,max,vocal,0.6750886976674028,0.6731358712789598,0.8919397116644823,109,1401,0.5s_max
dur_0.5_mean,0.5,mean,mean,vocal,0.510951336529672,0.5032643675543694,0.8548055919615554,109,1401,0.5s_mean
dur_1.0_attention,1.0,attention,heuristic_attention,vocal,0.5716841082427995,0.5672098344683545,0.8739405854084753,109,1401,1.0s_heuristic_attention
dur_1.0_max,1.0,max,max,vocal,0.6667438742502299,0.6640528860784859,0.8877020532983836,109,1401,1.0s_max
dur_1.0_mean,1.0,mean,mean,vocal,0.5747233678307595,0.5696655680073412,0.876256006989952,109,1401,1.0s_mean
dur_2.0_attention,2.0,attention,heuristic_attention,vocal,0.585413059928339,0.5816073721928631,0.8769986893840105,109,1401,2.0s_heuristic_attention
dur_2.0_max,2.0,max,max,vocal,0.649423296121229,0.6463367204103483,0.889384010484928,109,1401,2.0s_max
dur_2.0_mean,2.0,mean,mean,vocal,0.5893092948456651,0.5856532694173466,0.8788335517693316,109,1401,2.0s_mean
dur_4.0_attention,4.0,attention,heuristic_attention,vocal,0.5831120645230375,0.5794956966825464,0.8760157273918742,109,1401,4.0s_heuristic_attention
dur_4.0_max,4.0,max,max,vocal,0.662348246274042,0.6592941200302236,0.8923328964613368,109,1401,4.0s_max
dur_4.0_mean,4.0,mean,mean,vocal,0.5905689135993785,0.586350404521533,0.8779816513761468,109,1401,4.0s_mean
dur_8.0_attention,8.0,attention,heuristic_attention,vocal,0.5772551345963666,0.5737041753428466,0.8731105286151158,109,1401,8.0s_heuristic_attention
dur_8.0_max,8.0,max,max,vocal,0.6406507102199445,0.6367657274953022,0.8891437308868502,109,1401,8.0s_max
dur_8.0_mean,8.0,mean,mean,vocal,0.5841699339066321,0.5806725207480623,0.8758846657929228,109,1401,8.0s_mean
dur_0.5_attention,0.5,attention,heuristic_attention,vocals,0.3806610575452198,0.3749793228854419,0.8069304054839084,76,957,0.5s_heuristic_attention
dur_0.5_max,0.5,max,max,vocals,0.4894650129965524,0.4854934669535942,0.8509352852329499,76,957,0.5s_max
dur_0.5_mean,0.5,mean,mean,vocals,0.3869549996293769,0.38176661452905175,0.8093702800046474,76,957,0.5s_mean
dur_1.0_attention,1.0,attention,heuristic_attention,vocals,0.462357019917309,0.45856625795115935,0.8386778203787615,76,957,1.0s_heuristic_attention
dur_1.0_max,1.0,max,max,vocals,0.4626896851343216,0.4584324520907757,0.8481178110840014,76,957,1.0s_max
dur_1.0_mean,1.0,mean,mean,vocals,0.4705154627790156,0.4661453958371368,0.8414662484024631,76,957,1.0s_mean
dur_2.0_attention,2.0,attention,heuristic_attention,vocals,0.4826710507606019,0.47934467629083055,0.8457360288137562,76,957,2.0s_heuristic_attention
dur_2.0_max,2.0,max,max,vocals,0.4735732684745493,0.46840254704919526,0.8518357151156035,76,957,2.0s_max
dur_2.0_mean,2.0,mean,mean,vocals,0.48841469756989314,0.4847436831532557,0.8479144882072731,76,957,2.0s_mean
dur_4.0_attention,4.0,attention,heuristic_attention,vocals,0.48206066379688894,0.47821660830049084,0.8440223074241896,76,957,4.0s_heuristic_attention
dur_4.0_max,4.0,max,max,vocals,0.4539474414684285,0.44486356894002943,0.8465783664459161,76,957,4.0s_max
dur_4.0_mean,4.0,mean,mean,vocals,0.4860054053865195,0.48116904021570056,0.8461136284419658,76,957,4.0s_mean
dur_8.0_attention,8.0,attention,heuristic_attention,vocals,0.48305692190723115,0.47844601757842203,0.84364470779598,76,957,8.0s_heuristic_attention
dur_8.0_max,8.0,max,max,vocals,0.4501129491801506,0.44069414596864476,0.8482630417102358,76,957,8.0s_max
dur_8.0_mean,8.0,mean,mean,vocals,0.48595690707553474,0.4819120830440646,0.8449227373068433,76,957,8.0s_mean
dur_0.5_attention,0.5,attention,heuristic_attention,voice,0.1759271145224804,0.166488013342539,0.7439248434237995,50,542,0.5s_heuristic_attention
dur_0.5_max,0.5,max,max,voice,0.28105818648867326,0.2658212536811391,0.8137787056367433,50,542,0.5s_max
dur_0.5_mean,0.5,mean,mean,voice,0.17972728139017602,0.16822438205832108,0.7483089770354906,50,542,0.5s_mean
dur_1.0_attention,1.0,attention,heuristic_attention,voice,0.217581247011727,0.20633576031948034,0.7724008350730689,50,542,1.0s_heuristic_attention
dur_1.0_max,1.0,max,max,voice,0.24095284406163206,0.2334750965494013,0.7999582463465553,50,542,1.0s_max
dur_1.0_mean,1.0,mean,mean,voice,0.2239992671200323,0.20971673485792083,0.7769519832985385,50,542,1.0s_mean
dur_2.0_attention,2.0,attention,heuristic_attention,voice,0.23948354422862855,0.22560019403791193,0.7838413361169102,50,542,2.0s_heuristic_attention
dur_2.0_max,2.0,max,max,voice,0.2449264171143053,0.23625351311005258,0.8115657620041754,50,542,2.0s_max
dur_2.0_mean,2.0,mean,mean,voice,0.24459156925429787,0.23109486409614743,0.7891440501043842,50,542,2.0s_mean
dur_4.0_attention,4.0,attention,heuristic_attention,voice,0.24539500997615166,0.23106936540278997,0.784634655532359,50,542,4.0s_heuristic_attention
dur_4.0_max,4.0,max,max,voice,0.2519156366721171,0.24198825495327156,0.8105636743215031,50,542,4.0s_max
dur_4.0_mean,4.0,mean,mean,voice,0.23734857610802063,0.22192060943931474,0.7898121085594989,50,542,4.0s_mean
dur_8.0_attention,8.0,attention,heuristic_attention,voice,0.2325051733175158,0.22128666927314852,0.7829645093945722,50,542,8.0s_heuristic_attention
dur_8.0_max,8.0,max,max,voice,0.26621607509698747,0.25475741804788343,0.8138622129436326,50,542,8.0s_max
dur_8.0_mean,8.0,mean,mean,voice,0.2338401367807368,0.21943437995535636,0.7860960334029228,50,542,8.0s_mean
dur_0.5_attention,0.5,attention,heuristic_attention,weird,0.3347214374437154,0.3165065721131372,0.8276620709885597,42,447,0.5s_heuristic_attention
dur_0.5_max,0.5,max,max,weird,0.30474468583046005,0.28713854107148995,0.8218930282585314,42,447,0.5s_max
dur_0.5_mean,0.5,mean,mean,weird,0.32689993796761635,0.3113132637858467,0.8231152830742153,42,447,0.5s_mean
dur_1.0_attention,1.0,attention,heuristic_attention,weird,0.3086987434760057,0.29298682758615513,0.8690720641439327,42,447,1.0s_heuristic_attention
dur_1.0_max,1.0,max,max,weird,0.36358389523230406,0.34685729258213943,0.866383103549428,42,447,1.0s_max
dur_1.0_mean,1.0,mean,mean,weird,0.30669518301843485,0.2928319514461216,0.8678498093282487,42,447,1.0s_mean
dur_2.0_attention,2.0,attention,heuristic_attention,weird,0.32433522295068584,0.30411653576492303,0.8756722401486262,42,447,2.0s_heuristic_attention
dur_2.0_max,2.0,max,max,weird,0.3451462269857487,0.33258474700348756,0.8756233499559988,42,447,2.0s_max
dur_2.0_mean,2.0,mean,mean,weird,0.31921010286122986,0.2980243161740947,0.8749877774518431,42,447,2.0s_mean
dur_4.0_attention,4.0,attention,heuristic_attention,weird,0.32117645238267434,0.3008102302033805,0.8774811772758385,42,447,4.0s_heuristic_attention
dur_4.0_max,4.0,max,max,weird,0.33965933194579584,0.3269419438943692,0.8684853818324044,42,447,4.0s_max
dur_4.0_mean,4.0,mean,mean,weird,0.3163778506469685,0.29693787634699714,0.8761611420748998,42,447,4.0s_mean
dur_8.0_attention,8.0,attention,heuristic_attention,weird,0.31696158341566893,0.2989600182008694,0.8766500440011733,42,447,8.0s_heuristic_attention
dur_8.0_max,8.0,max,max,weird,0.33703089627316185,0.31974689512475074,0.8811479417228903,42,447,8.0s_max
dur_8.0_mean,8.0,mean,mean,weird,0.3156833388522754,0.2980343732698551,0.8760144714970177,42,447,8.0s_mean
dur_0.5_attention,0.5,attention,heuristic_attention,woman,0.41558645394055127,0.40392783111063457,0.8979705089583003,53,818,0.5s_heuristic_attention
dur_0.5_max,0.5,max,max,woman,0.5457793404289631,0.5365225399356202,0.9277786586332646,53,818,0.5s_max
dur_0.5_mean,0.5,mean,mean,woman,0.42016202348616816,0.40980971568088104,0.8994371333439036,53,818,0.5s_mean
dur_1.0_attention,1.0,attention,heuristic_attention,woman,0.4677666386285619,0.455999505599375,0.9155700015855399,53,818,1.0s_heuristic_attention
dur_1.0_max,1.0,max,max,woman,0.6117719069990233,0.6006238134625022,0.9395512922149992,53,818,1.0s_max
dur_1.0_mean,1.0,mean,mean,woman,0.47995420661561883,0.46873848598730555,0.9185032503567465,53,818,1.0s_mean
dur_2.0_attention,2.0,attention,heuristic_attention,woman,0.48894311407607377,0.47539352181453554,0.9194149357856349,53,818,2.0s_heuristic_attention
dur_2.0_max,2.0,max,max,woman,0.5753175438790425,0.5624268057274302,0.9414539400665928,53,818,2.0s_max
dur_2.0_mean,2.0,mean,mean,woman,0.4982769022224628,0.48591409819005865,0.9217139686063105,53,818,2.0s_mean
dur_4.0_attention,4.0,attention,heuristic_attention,woman,0.48573131443884027,0.4720200736401385,0.9155700015855399,53,818,4.0s_heuristic_attention
dur_4.0_max,4.0,max,max,woman,0.6086358894914392,0.5968556031725732,0.9429998414460123,53,818,4.0s_max
dur_4.0_mean,4.0,mean,mean,woman,0.4958675137143411,0.48318394784501223,0.9183050578722054,53,818,4.0s_mean
dur_8.0_attention,8.0,attention,heuristic_attention,woman,0.48059939948245306,0.4663799939205502,0.9087125416204217,53,818,8.0s_heuristic_attention
dur_8.0_max,8.0,max,max,woman,0.5618973972396969,0.5491680715848594,0.930672268907563,53,818,8.0s_max
dur_8.0_mean,8.0,mean,mean,woman,0.49075615883284945,0.4769895959974691,0.9122800063421596,53,818,8.0s_mean
